LVMT,1e6,192,3.502
LVMT,1e6,193,3.305
LVMT,1e6,194,3.178
LVMT,1e6,195,3.027
LVMT,1e6,196,16.559
LVMT,1e6,197,3.624
LVMT,1e6,198,3.254
LVMT,1e6,199,3.211
LVMT,1e6,200,2.987
LVMT,1e6,201,15.736
LVMT,1e6,202,3.602
LVMT,1e6,203,3.337
LVMT,1e6,204,3.252
LVMT,1e6,205,3.228
LVMT,1e6,206,16.217
LVMT,1e6,207,3.551
LVMT,1e6,208,3.233
LVMT,1e6,209,3.122
LVMT,1e6,210,2.935
LVMT,1e6,211,15.499
LVMT,1e6,212,3.550
LVMT,1e6,213,3.340
LVMT,1e6,214,3.289
LVMT,1e6,215,3.076
LVMT,1e6,216,16.051
LVMT,1e6,217,3.515
LVMT,1e6,218,3.288
LVMT,1e6,219,3.191
LVMT,1e6,220,3.029
LVMT,1e6,221,15.743
LVMT,1e6,222,3.585
LVMT,1e6,223,3.432
LVMT,1e6,224,3.330
LVMT,1e6,225,3.097
LVMT,1e6,226,16.293
LVMT,1e6,227,3.477
LVMT,1e6,228,3.202
LVMT,1e6,229,3.138
LVMT,1e6,230,2.954
LVMT,1e6,231,15.385
LVMT,1e6,232,3.612
LVMT,1e6,233,3.452
LVMT,1e6,234,3.413
LVMT,1e6,235,3.078
LVMT,1e6,236,15.925
LVMT,1e6,237,3.459
LVMT,1e6,238,3.437
LVMT,1e6,239,3.154
LVMT,1e6,240,3.094
LVMT,1e6,241,15.618
LVMT,1e6,242,3.645
LVMT,1e6,243,3.453
LVMT,1e6,244,3.402
LVMT,1e6,245,3.090
LVMT,1e6,246,16.189
LVMT,1e6,247,3.533
LVMT,1e6,248,3.426
LVMT,1e6,249,3.184
LVMT,1e6,250,3.052
LVMT,1e6,251,15.605
LVMT,1e6,252,3.570
LVMT,1e6,253,3.331
LVMT,1e6,254,3.246
LVMT,1e6,255,3.261
LVMT,1e6,256,16.058
LVMT,1e6,257,3.657
LVMT,1e6,258,3.317
LVMT,1e6,259,3.309
LVMT,1e6,260,3.072
LVMT,1e6,261,16.914
LVMT,1e6,262,3.762
LVMT,1e6,263,3.474
LVMT,1e6,264,3.422
LVMT,1e6,265,3.057
LVMT,1e6,266,19.006
LVMT,1e6,267,3.712
LVMT,1e6,268,3.276
LVMT,1e6,269,3.232
LVMT,1e6,270,3.016
LVMT,1e6,271,17.091
LVMT,1e6,272,3.559
LVMT,1e6,273,3.350
LVMT,1e6,274,3.462
LVMT,1e6,275,3.113
LVMT,1e6,276,17.199
LVMT,1e6,277,3.539
LVMT,1e6,278,3.357
LVMT,1e6,279,3.383
LVMT,1e6,280,3.087
LVMT,1e6,281,16.157
LVMT,1e6,282,3.707
LVMT,1e6,283,3.452
LVMT,1e6,284,3.314
LVMT,1e6,285,3.003
LVMT,1e6,286,16.747
LVMT,1e6,287,3.521
LVMT,1e6,288,3.273
LVMT,1e6,289,3.233
LVMT,1e6,290,2.921
LVMT,1e6,291,15.593
LVMT,1e6,292,3.629
LVMT,1e6,293,3.272
LVMT,1e6,294,3.299
LVMT,1e6,295,3.047
LVMT,1e6,296,15.929
LVMT,1e6,297,3.520
LVMT,1e6,298,3.361
LVMT,1e6,299,3.384
LVMT,1e6,300,2.958
LVMT,1e6,301,15.487
LVMT,1e6,302,3.554
LVMT,1e6,303,3.363
LVMT,1e6,304,3.407
LVMT,1e6,305,3.213
LVMT,1e6,306,16.282
LVMT,1e6,307,3.472
LVMT,1e6,308,3.278
LVMT,1e6,309,3.294
LVMT,1e6,310,2.948
LVMT,1e6,311,15.604
LVMT,1e6,312,3.491
LVMT,1e6,313,3.276
LVMT,1e6,314,3.301
LVMT,1e6,315,3.013
LVMT,1e6,316,15.945
LVMT,1e6,317,3.552
LVMT,1e6,318,3.294
LVMT,1e6,319,3.290
LVMT,1e6,320,3.067
LVMT,1e6,321,16.039
LVMT,1e6,322,3.644
LVMT,1e6,323,3.328
LVMT,1e6,324,3.282
LVMT,1e6,325,3.018
LVMT,1e6,326,16.663
LVMT,1e6,327,3.570
LVMT,1e6,328,3.391
LVMT,1e6,329,3.320
LVMT,1e6,330,3.001
LVMT,1e6,331,16.089
LVMT,1e6,332,3.603
LVMT,1e6,333,3.367
LVMT,1e6,334,3.351
LVMT,1e6,335,3.023
LVMT,1e6,336,16.322
LVMT,1e6,337,3.538
LVMT,1e6,338,3.271
LVMT,1e6,339,3.372
LVMT,1e6,340,2.981
LVMT,1e6,341,16.343
LVMT,1e6,342,3.527
LVMT,1e6,343,3.357
LVMT,1e6,344,3.287
LVMT,1e6,345,3.004
LVMT,1e6,346,17.307
LVMT,1e6,347,3.444
LVMT,1e6,348,3.224
LVMT,1e6,349,3.210
LVMT,1e6,350,3.029
LVMT,1e6,351,16.533
LVMT,1e6,352,3.572
LVMT,1e6,353,3.303
LVMT,1e6,354,3.295
LVMT,1e6,355,3.306
LVMT,1e6,356,16.655
LVMT,1e6,357,3.493
LVMT,1e6,358,3.342
LVMT,1e6,359,3.236
LVMT,1e6,360,2.986
LVMT,1e6,361,16.611
LVMT,1e6,362,3.643
LVMT,1e6,363,3.368
LVMT,1e6,364,3.326
LVMT,1e6,365,3.036
LVMT,1e6,366,17.440
LVMT,1e6,367,3.567
LVMT,1e6,368,3.295
LVMT,1e6,369,3.344
LVMT,1e6,370,2.993
LVMT,1e6,371,16.292
LVMT,1e6,372,3.627
LVMT,1e6,373,3.395
LVMT,1e6,374,3.330
LVMT,1e6,375,3.038
LVMT,1e6,376,16.929
LVMT,1e6,377,3.562
LVMT,1e6,378,3.295
LVMT,1e6,379,3.363
LVMT,1e6,380,3.073
LVMT,1e6,381,16.747
LVMT,1e6,382,3.542
LVMT,1e6,383,3.440
LVMT,1e6,384,3.355
LVMT,1e6,385,3.078
LVMT,1e6,386,17.477
LVMT,1e6,387,3.579
LVMT,1e6,388,3.260
LVMT,1e6,389,3.253
LVMT,1e6,390,3.126
LVMT,1e6,391,16.566
LVMT,1e6,392,3.612
LVMT,1e6,393,3.379
LVMT,1e6,394,3.343
LVMT,1e6,395,3.137
LVMT,1e6,396,16.838
LVMT,1e6,397,3.558
LVMT,1e6,398,3.382
LVMT,1e6,399,3.318
LVMT,1e6,400,3.060
LVMT,1e6,401,16.676
LVMT,1e6,402,3.638
LVMT,1e6,403,3.396
LVMT,1e6,404,3.349
LVMT,1e6,405,3.275
LVMT,1e6,406,17.642
LVMT,1e6,407,3.556
LVMT,1e6,408,3.427
LVMT,1e6,409,3.377
LVMT,1e6,410,3.099
LVMT,1e6,411,16.696
LVMT,1e6,412,3.590
LVMT,1e6,413,3.437
